"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"17637","BIODIV","USA",2020,"NZ","g) Shrubland",984.4940982,"Land Use by Type",-0.234495031678575,1.67792359349774,-0.00385933599812027
"17638","BIODIV30","USA",2020,"NZ","g) Shrubland",984.4698232,"Land Use by Type",-0.236956095140186,2.74451960778935,-0.00632039945973145
"17639","CURRENT","USA",2020,"NZ","g) Shrubland",984.5322866,"Land Use by Type",-0.230635695680455,NA,NA
"17640","UNIFORM30","USA",2020,"NZ","g) Shrubland",984.3155912,"Land Use by Type",-0.252583454358116,9.52117198580284,-0.021947758677661
"17641","BIODIV","Africa_Eastern",2025,"NZ","g) Shrubland",534.187503683378,"Land Use by Type",-5.58004264296276,0.243655790148747,-0.013624816077372
"17642","BIODIV30","Africa_Eastern",2025,"NZ","g) Shrubland",534.309142683379,"Land Use by Type",-5.55853357506387,-0.14259323766463,0.00788425182152608
"17643","CURRENT","Africa_Eastern",2025,"NZ","g) Shrubland",534.264236683396,"Land Use by Type",-5.56641782688539,NA,NA
"17644","UNIFORM30","Africa_Eastern",2025,"NZ","g) Shrubland",535.6189026817,"Land Use by Type",-5.32705891947012,-4.30156795806452,0.239358907415273
"17645","BIODIV","Africa_Northern",2025,"NZ","g) Shrubland",55.5258626903538,"Land Use by Type",-2.48416410730032,25.3855209418159,-0.503022731932744
"17646","BIODIV30","Africa_Northern",2025,"NZ","g) Shrubland",55.5500732503542,"Land Use by Type",-2.44161068122164,23.2393236438286,-0.460469305854073
"17647","CURRENT","Africa_Northern",2025,"NZ","g) Shrubland",55.8122285703594,"Land Use by Type",-1.98114137536757,NA,NA
"17648","UNIFORM30","Africa_Northern",2025,"NZ","g) Shrubland",55.43081253,"Land Use by Type",-2.65107705498718,33.8114473689995,-0.669935679619606
"17649","BIODIV","Africa_Southern",2025,"NZ","g) Shrubland",314.357589287403,"Land Use by Type",-5.23553867160234,-9.23686338709168,0.53283316306678
"17650","BIODIV30","Africa_Southern",2025,"NZ","g) Shrubland",314.388210687403,"Land Use by Type",-5.22630771750735,-9.39689038862178,0.542064117161771
"17651","CURRENT","Africa_Southern",2025,"NZ","g) Shrubland",312.590102014522,"Land Use by Type",-5.76837183466912,NA,NA
"17652","UNIFORM30","Africa_Southern",2025,"NZ","g) Shrubland",314.3612176674,"Land Use by Type",-5.23448267259924,-9.25582524942663,0.533889162069882
"17653","BIODIV","Africa_Western",2025,"NZ","g) Shrubland",255.8096998,"Land Use by Type",-7.36847263569838,-4.1347126871554,0.317723790721023
"17654","BIODIV30","Africa_Western",2025,"NZ","g) Shrubland",254.85632014,"Land Use by Type",-7.7138050372838,0.356840920990028,-0.0276086108644007
"17655","CURRENT","Africa_Western",2025,"NZ","g) Shrubland",254.932063391803,"Land Use by Type",-7.6861964264194,NA,NA
"17656","UNIFORM30","Africa_Western",2025,"NZ","g) Shrubland",255.92387509,"Land Use by Type",-7.32711339677117,-4.67261427796605,0.359083029648231
"17657","BIODIV","Argentina",2025,"NZ","g) Shrubland",164.8001639478,"Land Use by Type",-5.3417093077531,4.90909151204401,-0.249923835176716
"17658","BIODIV30","Argentina",2025,"NZ","g) Shrubland",164.8434490484,"Land Use by Type",-5.3168471138263,4.4208112328638,-0.225061641249919
"17659","CURRENT","Argentina",2025,"NZ","g) Shrubland",165.235345397909,"Land Use by Type",-5.09178547257638,NA,NA
"17660","UNIFORM30","Argentina",2025,"NZ","g) Shrubland",165.28912684,"Land Use by Type",-5.06086750729588,-0.606684914548395,0.0309179652805032
"17661","BIODIV","Australia_NZ",2025,"NZ","g) Shrubland",2287.478698,"Land Use by Type",-0.794919132224186,-28.7386785053162,0.320643831054664
"17662","BIODIV30","Australia_NZ",2025,"NZ","g) Shrubland",2287.571216,"Land Use by Type",-0.790905021623614,-29.0983523069371,0.324657941655236
"17663","CURRENT","Australia_NZ",2025,"NZ","g) Shrubland",2280.086319,"Land Use by Type",-1.11556296327885,NA,NA
"17664","UNIFORM30","Australia_NZ",2025,"NZ","g) Shrubland",2279.318437,"Land Use by Type",-1.14877225493541,2.9852249090614,-0.0332092916565554
"17665","BIODIV","Brazil",2025,"NZ","g) Shrubland",546.54488565,"Land Use by Type",-3.7829630806327,3.69547508464024,-0.13493087772833
"17666","BIODIV30","Brazil",2025,"NZ","g) Shrubland",546.501493651363,"Land Use by Type",-3.79060240709868,3.90487556348771,-0.142570204194313
"17667","CURRENT","Brazil",2025,"NZ","g) Shrubland",547.310662551364,"Land Use by Type",-3.64803220290437,NA,NA
"17668","UNIFORM30","Brazil",2025,"NZ","g) Shrubland",546.82316675,"Land Use by Type",-3.7338555499949,2.35255018086633,-0.0858233470905243
"17669","BIODIV","Canada",2025,"NZ","g) Shrubland",882.237504315775,"Land Use by Type",-0.211244657268556,-30.5550737706592,0.09293740831509
"17670","BIODIV30","Canada",2025,"NZ","g) Shrubland",881.86301759982,"Land Use by Type",-0.253597471376735,-16.6299544104609,0.0505845942069113
"17671","CURRENT","Canada",2025,"NZ","g) Shrubland",881.415790049911,"Land Use by Type",-0.304182065583646,NA,NA
"17672","UNIFORM30","Canada",2025,"NZ","g) Shrubland",881.731856385775,"Land Use by Type",-0.268434435330189,-11.7527839176425,0.0357476302534574
"17673","BIODIV","Central America and Caribbean",2025,"NZ","g) Shrubland",3.80928643,"Land Use by Type",-16.2630256297451,4.34413403434394,-0.677056846502039
"17674","BIODIV30","Central America and Caribbean",2025,"NZ","g) Shrubland",3.82306413,"Land Use by Type",-15.9601726749215,2.40093869141629,-0.374203891678432
"17675","CURRENT","Central America and Caribbean",2025,"NZ","g) Shrubland",3.84008733517035,"Land Use by Type",-15.5859687832431,NA,NA
"17676","UNIFORM30","Central America and Caribbean",2025,"NZ","g) Shrubland",3.89259043,"Land Use by Type",-14.4318287930341,-7.40499280447863,1.15413999020895
"17677","BIODIV","Central Asia",2025,"NZ","g) Shrubland",600.147999302441,"Land Use by Type",-0.495220535718434,38.8493703303533,-0.138557816087162
"17678","BIODIV30","Central Asia",2025,"NZ","g) Shrubland",600.161585622441,"Land Use by Type",-0.4929679184026,38.2177884142264,-0.136305198771328
"17679","CURRENT","Central Asia",2025,"NZ","g) Shrubland",600.983710337881,"Land Use by Type",-0.356662719631272,NA,NA
"17680","UNIFORM30","Central Asia",2025,"NZ","g) Shrubland",598.98780155,"Land Use by Type",-0.687586587114782,92.7830270964482,-0.33092386748351
"17681","BIODIV","China",2025,"NZ","g) Shrubland",552.02601684,"Land Use by Type",-5.55830703658971,0.901089871229366,-0.049618776957634
"17682","BIODIV30","China",2025,"NZ","g) Shrubland",552.11899087,"Land Use by Type",-5.54240085730293,0.612342800049645,-0.0337125976708528
"17683","CURRENT","China",2025,"NZ","g) Shrubland",552.316159892804,"Land Use by Type",-5.50868825963208,NA,NA
"17684","UNIFORM30","China",2025,"NZ","g) Shrubland",554.19817135,"Land Use by Type",-5.18669176959421,-5.84491493153899,0.321996490037865
"17685","BIODIV","Colombia",2025,"NZ","g) Shrubland",14.1685789,"Land Use by Type",-1.65544917329817,7.44410972435882,-0.114657726976387
"17686","BIODIV30","Colombia",2025,"NZ","g) Shrubland",14.1758409,"Land Use by Type",-1.60504340337981,4.17269039687436,-0.0642519570580229
"17687","CURRENT","Colombia",2025,"NZ","g) Shrubland",14.18510357,"Land Use by Type",-1.54079144632178,NA,NA
"17688","UNIFORM30","Colombia",2025,"NZ","g) Shrubland",14.1615403,"Land Use by Type",-1.70422517301437,10.6148907872112,-0.163433726692588
"17689","BIODIV","EU-12",2025,"NZ","g) Shrubland",3.7852412,"Land Use by Type",-10.9988992781942,-46.6506110519828,9.61776500131708
"17690","BIODIV30","EU-12",2025,"NZ","g) Shrubland",3.7871544,"Land Use by Type",-10.9534207328947,-46.8688056341391,9.66324354661652
"17691","CURRENT","EU-12",2025,"NZ","g) Shrubland",3.3761936967,"Land Use by Type",-20.6166642795112,NA,NA
"17692","UNIFORM30","EU-12",2025,"NZ","g) Shrubland",3.4775197,"Land Use by Type",-18.2342473615029,-11.5559193767611,2.38241691800836
"17693","BIODIV","EU-15",2025,"NZ","g) Shrubland",216.821921409354,"Land Use by Type",-10.2294560297713,-14.7141700070534,1.76484761692018
"17694","BIODIV30","EU-15",2025,"NZ","g) Shrubland",216.888430138354,"Land Use by Type",-10.2019120573403,-14.943750163798,1.7923915893512
"17695","CURRENT","EU-15",2025,"NZ","g) Shrubland",212.559267531354,"Land Use by Type",-11.9943036466915,NA,NA
"17696","UNIFORM30","EU-15",2025,"NZ","g) Shrubland",214.151706766354,"Land Use by Type",-11.3349631020527,-5.49690927302921,0.659340544638784
"17697","BIODIV","Europe_Eastern",2025,"NZ","g) Shrubland",3.76027762127445,"Land Use by Type",-12.2882156221255,-5.88963951148551,0.768913714630459
"17698","BIODIV30","Europe_Eastern",2025,"NZ","g) Shrubland",3.7635437112765,"Land Use by Type",-12.2120311988272,-6.47311013340967,0.84509813792882
"17699","CURRENT","Europe_Eastern",2025,"NZ","g) Shrubland",3.72730922149332,"Land Use by Type",-13.057129336756,NA,NA
"17700","UNIFORM30","Europe_Eastern",2025,"NZ","g) Shrubland",3.82755762,"Land Use by Type",-10.718725668449,-17.9088743380873,2.33840366830696
"17701","BIODIV","Europe_Non_EU",2025,"NZ","g) Shrubland",64.8726605701001,"Land Use by Type",-15.0891316161617,-13.6600657706038,2.38738312140843
"17702","BIODIV30","Europe_Non_EU",2025,"NZ","g) Shrubland",64.9257270701002,"Land Use by Type",-15.0196736571771,-14.0575013853179,2.45684108039302
"17703","CURRENT","Europe_Non_EU",2025,"NZ","g) Shrubland",63.0487377675634,"Land Use by Type",-17.4765147375701,NA,NA
"17704","UNIFORM30","Europe_Non_EU",2025,"NZ","g) Shrubland",65.06892857,"Land Use by Type",-14.8323281717458,-15.1299929975505,2.64418656582427
"17705","BIODIV","European Free Trade Association",2025,"NZ","g) Shrubland",5.74831949487432,"Land Use by Type",-0.31930943479389,-48.5239549061779,0.300996271376968
"17706","BIODIV30","European Free Trade Association",2025,"NZ","g) Shrubland",5.748389741,"Land Use by Type",-0.318188071030538,-48.7203301522531,0.302117635140319
"17707","CURRENT","European Free Trade Association",2025,"NZ","g) Shrubland",5.730961809,"Land Use by Type",-0.620305706170858,NA,NA
"17708","UNIFORM30","European Free Trade Association",2025,"NZ","g) Shrubland",5.73241611,"Land Use by Type",-0.595087525134376,-4.06554402787115,0.0252181810364812
"17709","BIODIV","India",2025,"NZ","g) Shrubland",170.395383654938,"Land Use by Type",-18.6762871459149,-0.393216083108154,0.0737565007016876
"17710","BIODIV30","India",2025,"NZ","g) Shrubland",170.355766354974,"Land Use by Type",-18.6951950872995,-0.292373998908274,0.0548485593171044
"17711","CURRENT","India",2025,"NZ","g) Shrubland",170.240902917665,"Land Use by Type",-18.7500436466166,NA,NA
"17712","UNIFORM30","India",2025,"NZ","g) Shrubland",176.30383132,"Land Use by Type",-15.85636911336,-15.4326099203358,2.89367453325654
"17713","BIODIV","Japan",2025,"NZ","g) Shrubland",28.6430699,"Land Use by Type",-10.1519311984862,-13.4010713942409,1.57096577879749
"17714","BIODIV30","Japan",2025,"NZ","g) Shrubland",28.6524999,"Land Use by Type",-10.122351014108,-13.6533997535072,1.60054596317564
"17715","CURRENT","Japan",2025,"NZ","g) Shrubland",28.14224588,"Land Use by Type",-11.7228969772836,NA,NA
"17716","UNIFORM30","Japan",2025,"NZ","g) Shrubland",28.1907689,"Land Use by Type",-11.5707723113648,-1.2983811265367,0.152124665918835
"17717","BIODIV","Mexico",2025,"NZ","g) Shrubland",271.8972811,"Land Use by Type",-6.9267404477012,-1.20091524074463,0.0841912694365394
"17718","BIODIV30","Mexico",2025,"NZ","g) Shrubland",272.1761251,"Land Use by Type",-6.83127649716698,-2.5623776186335,0.179655219970766
"17719","CURRENT","Mexico",2025,"NZ","g) Shrubland",271.6513191,"Land Use by Type",-7.01093171713774,NA,NA
"17720","UNIFORM30","Mexico",2025,"NZ","g) Shrubland",272.5075137,"Land Use by Type",-6.71784207935687,-4.1803902398882,0.293089637780873
"17721","BIODIV","Middle East",2025,"NZ","g) Shrubland",825.8506625526,"Land Use by Type",-3.06776487874291,4.22839421465503,-0.124416348299978
"17722","BIODIV30","Middle East",2025,"NZ","g) Shrubland",825.9634444686,"Land Use by Type",-3.05452737262363,3.77865132774943,-0.111178842180699
"17723","CURRENT","Middle East",2025,"NZ","g) Shrubland",826.911015956772,"Land Use by Type",-2.94334853044293,NA,NA
"17724","UNIFORM30","Middle East",2025,"NZ","g) Shrubland",825.9740487,"Land Use by Type",-3.05330075650687,3.73636460473238,-0.109952226063937
"17725","BIODIV","Pakistan",2025,"NZ","g) Shrubland",223.962175034553,"Land Use by Type",-7.32408845266857,-0.107059944510633,0.00770598792235511
"17726","BIODIV30","Pakistan",2025,"NZ","g) Shrubland",224.025541034568,"Land Use by Type",-7.29786749901137,-0.464694005991092,0.033926941579554
"17727","CURRENT","Pakistan",2025,"NZ","g) Shrubland",223.943206034739,"Land Use by Type",-7.33179444059092,NA,NA
"17728","UNIFORM30","Pakistan",2025,"NZ","g) Shrubland",226.129204,"Land Use by Type",-6.42724055501781,-12.3376468534045,0.904553885573114
"17729","BIODIV","Russia",2025,"NZ","g) Shrubland",2053.42945467049,"Land Use by Type",-0.654003754011899,-12.5570568726269,0.0939273215234382
"17730","BIODIV30","Russia",2025,"NZ","g) Shrubland",2053.54918532049,"Land Use by Type",-0.648211122237486,-13.3315441787414,0.099719953297851
"17731","CURRENT","Russia",2025,"NZ","g) Shrubland",2051.48821616392,"Land Use by Type",-0.747931075535337,NA,NA
"17732","UNIFORM30","Russia",2025,"NZ","g) Shrubland",2052.73969594,"Land Use by Type",-0.687360498540066,-8.09529723936862,0.0605705769952711
"17733","BIODIV","South Africa",2025,"NZ","g) Shrubland",56.7024793,"Land Use by Type",-0.718716041036942,137.015170653698,-0.415544444108778
"17734","BIODIV30","South Africa",2025,"NZ","g) Shrubland",56.7045393,"Land Use by Type",-0.715109153869391,135.825450780273,-0.411937556941227
"17735","CURRENT","South Africa",2025,"NZ","g) Shrubland",56.9397210724974,"Land Use by Type",-0.303171596928164,NA,NA
"17736","UNIFORM30","South Africa",2025,"NZ","g) Shrubland",56.6319173,"Land Use by Type",-0.842208625506747,177.767119055922,-0.539037028578584
"17737","BIODIV","South America_Northern",2025,"NZ","g) Shrubland",8.663789,"Land Use by Type",-0.804437895871675,-15.3165533535848,0.145363221343388
"17738","BIODIV30","South America_Northern",2025,"NZ","g) Shrubland",8.698594,"Land Use by Type",-0.405928614085927,-57.2725300159127,0.543872503129136
"17739","CURRENT","South America_Northern",2025,"NZ","g) Shrubland",8.651083,"Land Use by Type",-0.949801117215064,NA,NA
"17740","UNIFORM30","South America_Northern",2025,"NZ","g) Shrubland",8.638552,"Land Use by Type",-1.09327425719073,15.1055981484152,-0.143473139975665
"17741","BIODIV","South America_Southern",2025,"NZ","g) Shrubland",143.54297965,"Land Use by Type",-4.58526185657702,4.52072890917241,-0.198243984391633
"17742","BIODIV30","South America_Southern",2025,"NZ","g) Shrubland",143.74851707,"Land Use by Type",-4.44866623004691,1.40647059030569,-0.0616483578615226
"17743","CURRENT","South America_Southern",2025,"NZ","g) Shrubland",143.84134249,"Land Use by Type",-4.38701787218539,NA,NA
"17744","UNIFORM30","South America_Southern",2025,"NZ","g) Shrubland",143.71768434,"Land Use by Type",-4.46918436299501,1.87364141445944,-0.0821664908096222
"17745","BIODIV","South Asia",2025,"NZ","g) Shrubland",143.8930483,"Land Use by Type",-6.16499985387641,-19.0689345102331,1.45256640511092
"17746","BIODIV30","South Asia",2025,"NZ","g) Shrubland",143.90859384,"Land Use by Type",-6.15486235407773,-19.202015101395,1.4627039049096
"17747","CURRENT","South Asia",2025,"NZ","g) Shrubland",141.665549296589,"Land Use by Type",-7.61756625898733,NA,NA
"17748","UNIFORM30","South Asia",2025,"NZ","g) Shrubland",143.696985,"Land Use by Type",-6.29284526753875,-17.3904968445667,1.32472099144857
"17749","BIODIV","South Korea",2025,"NZ","g) Shrubland",38.26096,"Land Use by Type",-6.21778155468192,1.03476705792402,-0.063726112763077
"17750","BIODIV30","South Korea",2025,"NZ","g) Shrubland",38.2784,"Land Use by Type",-6.17491902713934,0.340142828124456,-0.0208635852204946
"17751","CURRENT","South Korea",2025,"NZ","g) Shrubland",38.28694,"Land Use by Type",-6.15405544191884,NA,NA
"17752","UNIFORM30","South Korea",2025,"NZ","g) Shrubland",38.36864,"Land Use by Type",-5.95377575761736,-3.25405960863651,0.200279684301486
"17753","BIODIV","Southeast Asia",2025,"NZ","g) Shrubland",13.8665149165906,"Land Use by Type",-7.10816680464239,-1.78064020490503,0.129023264211207
"17754","BIODIV30","Southeast Asia",2025,"NZ","g) Shrubland",13.875843376591,"Land Use by Type",-7.04567541761852,-2.64411459469769,0.191514651235079
"17755","CURRENT","Southeast Asia",2025,"NZ","g) Shrubland",13.8472779465972,"Land Use by Type",-7.2371900688536,NA,NA
"17756","UNIFORM30","Southeast Asia",2025,"NZ","g) Shrubland",13.8735367262,"Land Use by Type",-7.06121813736231,-2.4306030891834,0.175971931491293
"17757","BIODIV","Taiwan",2025,"NZ","g) Shrubland",0.0689285312,"Land Use by Type",-2.06206945270631,8.70449815533945,-0.165119935714292
"17758","BIODIV30","Taiwan",2025,"NZ","g) Shrubland",0.0689396616,"Land Use by Type",-2.04625469032583,7.87080372969319,-0.149305173333806
"17759","CURRENT","Taiwan",2025,"NZ","g) Shrubland",0.0690447423,"Land Use by Type",-1.89694951699202,NA,NA
"17760","UNIFORM30","Taiwan",2025,"NZ","g) Shrubland",0.06877294,"Land Use by Type",-2.28311280837865,20.3586629759724,-0.386163291386624
"17761","BIODIV","USA",2025,"NZ","g) Shrubland",972.3239712,"Land Use by Type",-1.46777704718635,0.467372002530419,-0.00681769072158622
"17762","BIODIV30","USA",2025,"NZ","g) Shrubland",972.2215672,"Land Use by Type",-1.47815544151946,1.17767889514432,-0.0171960850547015
"17763","CURRENT","USA",2025,"NZ","g) Shrubland",972.3913516,"Land Use by Type",-1.46095935646476,NA,NA
"17764","UNIFORM30","USA",2025,"NZ","g) Shrubland",971.5155982,"Land Use by Type",-1.54969410155997,6.07450564675474,-0.0887347450952121
"17765","BIODIV","Africa_Eastern",2030,"NZ","g) Shrubland",518.051521682879,"Land Use by Type",-8.43214742245625,0.135655686859876,-0.0114831563931634
"17766","BIODIV30","Africa_Eastern",2030,"NZ","g) Shrubland",518.24065868288,"Land Use by Type",-8.39870805647281,-0.261353452314536,0.0219562095902788
"17767","CURRENT","Africa_Eastern",2030,"NZ","g) Shrubland",518.1161486829,"Land Use by Type",-8.42066426606309,NA,NA
"17768","UNIFORM30","Africa_Eastern",2030,"NZ","g) Shrubland",520.2497406817,"Land Use by Type",-8.04362430056123,-4.47852891179291,0.377039965501858
"17769","BIODIV","Africa_Northern",2030,"NZ","g) Shrubland",55.1614117203052,"Land Use by Type",-3.12422153755374,44.438018061858,-0.961271255840847
"17770","BIODIV30","Africa_Northern",2030,"NZ","g) Shrubland",55.2074783703058,"Land Use by Type",-3.04328413961202,40.6975980539404,-0.880333857899125
"17771","CURRENT","Africa_Northern",2030,"NZ","g) Shrubland",55.7087060403131,"Land Use by Type",-2.1629502817129,NA,NA
"17772","UNIFORM30","Africa_Northern",2030,"NZ","g) Shrubland",54.98293306,"Land Use by Type",-3.4376537264023,58.9297415100069,-1.2747034446894
"17773","BIODIV","Africa_Southern",2030,"NZ","g) Shrubland",305.191311387403,"Land Use by Type",-7.99875297652494,-10.5290244497698,0.941318350710861
"17774","BIODIV30","Africa_Southern",2030,"NZ","g) Shrubland",305.216113687403,"Land Use by Type",-7.9912762154118,-10.6126564425662,0.948795111823996
"17775","CURRENT","Africa_Southern",2030,"NZ","g) Shrubland",302.068774014105,"Land Use by Type",-8.9400713272358,NA,NA
"17776","UNIFORM30","Africa_Southern",2030,"NZ","g) Shrubland",305.3051607974,"Land Use by Type",-7.96446928036174,-10.9129184046358,0.975602046874061
"17777","BIODIV","Africa_Western",2030,"NZ","g) Shrubland",249.62984467,"Land Use by Type",-9.60626666786202,-5.5917176881581,0.568889554961844
"17778","BIODIV30","Africa_Western",2030,"NZ","g) Shrubland",248.35391,"Land Use by Type",-10.0683971838625,-1.05094735009428,0.106759038961403
"17779","CURRENT","Africa_Western",2030,"NZ","g) Shrubland",248.058598839008,"Land Use by Type",-10.1751562228239,NA,NA
"17780","UNIFORM30","Africa_Western",2030,"NZ","g) Shrubland",250.11421236,"Land Use by Type",-9.43085700096189,-7.31547556634828,0.744299221861974
"17781","BIODIV","Argentina",2030,"NZ","g) Shrubland",161.29798716,"Land Use by Type",-7.35329752765449,7.70953318502118,-0.526294284523093
"17782","BIODIV30","Argentina",2030,"NZ","g) Shrubland",161.3993624579,"Land Use by Type",-7.29506935489205,6.85662381628285,-0.468066111760647
"17783","CURRENT","Argentina",2030,"NZ","g) Shrubland",162.214328628329,"Land Use by Type",-6.8270032431314,NA,NA
"17784","UNIFORM30","Argentina",2030,"NZ","g) Shrubland",161.84611606,"Land Use by Type",-7.03847161753262,3.09791394669954,-0.211468374401226
"17785","BIODIV","Australia_NZ",2030,"NZ","g) Shrubland",2278.064424,"Land Use by Type",-1.20320438283568,-30.6836287613266,0.532676983206545
"17786","BIODIV30","Australia_NZ",2030,"NZ","g) Shrubland",2278.242415,"Land Use by Type",-1.19548342249266,-31.128315991737,0.540397943549561
"17787","CURRENT","Australia_NZ",2030,"NZ","g) Shrubland",2265.782961,"Land Use by Type",-1.73588136604222,NA,NA
"17788","UNIFORM30","Australia_NZ",2030,"NZ","g) Shrubland",2264.510411,"Land Use by Type",-1.79097806822555,3.17929971211211,-0.0550967021833304
"17789","BIODIV","Brazil",2030,"NZ","g) Shrubland",540.41652265,"Land Use by Type",-4.86183682825733,4.01047428599735,-0.187577397513233
"17790","BIODIV30","Brazil",2030,"NZ","g) Shrubland",540.122202651303,"Land Use by Type",-4.91365101961933,5.11896903356792,-0.239391588875232
"17791","CURRENT","Brazil",2030,"NZ","g) Shrubland",541.481356551304,"Land Use by Type",-4.6742594307441,NA,NA
"17792","UNIFORM30","Brazil",2030,"NZ","g) Shrubland",540.21940575,"Land Use by Type",-4.89642262651007,4.752873882608,-0.222163195765976
"17793","BIODIV","Canada",2030,"NZ","g) Shrubland",881.636592165775,"Land Use by Type",-0.279213061723693,-32.8886944350169,0.136823278201182
"17794","BIODIV30","Canada",2030,"NZ","g) Shrubland",881.051504939106,"Land Use by Type",-0.345386634656284,-16.9817976046453,0.0706497052685911
"17795","CURRENT","Canada",2030,"NZ","g) Shrubland",880.426880729224,"Land Use by Type",-0.416036339924875,NA,NA
"17796","UNIFORM30","Canada",2030,"NZ","g) Shrubland",880.860441105775,"Land Use by Type",-0.366999106099379,-11.7873025853055,0.0490372338254966
"17797","BIODIV","Central America and Caribbean",2030,"NZ","g) Shrubland",3.49591453,"Land Use by Type",-23.151668749884,3.37676946935304,-0.756225486849367
"17798","BIODIV30","Central America and Caribbean",2030,"NZ","g) Shrubland",3.51187833,"Land Use by Type",-22.8007591805987,1.80983745265054,-0.405315917563989
"17799","CURRENT","Central America and Caribbean",2030,"NZ","g) Shrubland",3.53031683455454,"Land Use by Type",-22.3954432630347,NA,NA
"17800","UNIFORM30","Central America and Caribbean",2030,"NZ","g) Shrubland",3.60703043,"Land Use by Type",-20.7091002936634,-7.52984808252756,1.6863429693713
"17801","BIODIV","Central Asia",2030,"NZ","g) Shrubland",598.085457572339,"Land Use by Type",-0.837190783437737,42.2857732724445,-0.248801545937216
"17802","BIODIV30","Central Asia",2030,"NZ","g) Shrubland",598.124056362338,"Land Use by Type",-0.830791088544285,41.1981098233876,-0.242401851043764
"17803","CURRENT","Central Asia",2030,"NZ","g) Shrubland",599.58608691123,"Land Use by Type",-0.588389237500521,NA,NA
"17804","UNIFORM30","Central Asia",2030,"NZ","g) Shrubland",596.11856491,"Land Use by Type",-1.16330715209743,97.7102375391424,-0.574917914596914
"17805","BIODIV","China",2030,"NZ","g) Shrubland",539.02764991,"Land Use by Type",-7.78209312851336,2.16863780729344,-0.165164595043737
"17806","BIODIV30","China",2030,"NZ","g) Shrubland",539.27221165,"Land Use by Type",-7.74025302667923,1.61933380593353,-0.123324493209604
"17807","CURRENT","China",2030,"NZ","g) Shrubland",539.993173252755,"Land Use by Type",-7.61692853346962,NA,NA
"17808","UNIFORM30","China",2030,"NZ","g) Shrubland",542.18549685,"Land Use by Type",-7.24184364291343,-4.9241231447023,0.375084890556198
"17809","BIODIV","Colombia",2030,"NZ","g) Shrubland",14.0618879,"Land Use by Type",-2.39599475280239,13.9562365633852,-0.293402565519843
"17810","BIODIV30","Colombia",2030,"NZ","g) Shrubland",14.0762109,"Land Use by Type",-2.29657836027407,9.22796104664183,-0.193986172991518
"17811","CURRENT","Colombia",2030,"NZ","g) Shrubland",14.10416445,"Land Use by Type",-2.10259218728255,NA,NA
"17812","UNIFORM30","Colombia",2030,"NZ","g) Shrubland",14.0451573,"Land Use by Type",-2.51204387912567,19.47930340416,-0.409451691843119
"17813","BIODIV","EU-12",2030,"NZ","g) Shrubland",3.6233192,"Land Use by Type",-14.8061166970145,-48.1487451143728,13.7488013226751
"17814","BIODIV30","EU-12",2030,"NZ","g) Shrubland",3.6267143,"Land Use by Type",-14.7258156693864,-48.4283042200151,13.8291023503031
"17815","CURRENT","EU-12",2030,"NZ","g) Shrubland",3.0385777223,"Land Use by Type",-28.5549180196896,NA,NA
"17816","UNIFORM30","EU-12",2030,"NZ","g) Shrubland",3.1903349,"Land Use by Type",-24.9867271011105,-12.4959797568913,3.56819091857908
"17817","BIODIV","EU-15",2030,"NZ","g) Shrubland",208.890388264354,"Land Use by Type",-13.5133400591923,-14.5893143757449,2.30824699652381
"17818","BIODIV30","EU-15",2030,"NZ","g) Shrubland",209.068914626354,"Land Use by Type",-13.4394178162581,-15.0564930916919,2.38216923945799
"17819","CURRENT","EU-15",2030,"NZ","g) Shrubland",203.315268656654,"Land Use by Type",-15.8215870557161,NA,NA
"17820","UNIFORM30","EU-15",2030,"NZ","g) Shrubland",205.033175958354,"Land Use by Type",-15.1103001411755,-4.49552502125223,0.711286914540562
"17821","BIODIV","Europe_Eastern",2030,"NZ","g) Shrubland",3.57917796108496,"Land Use by Type",-16.5125245549493,-4.53116331948125,0.783617317576681
"17822","BIODIV30","Europe_Eastern",2030,"NZ","g) Shrubland",3.58583108108853,"Land Use by Type",-16.3573346764436,-5.42841580442946,0.938807196082379
"17823","CURRENT","Europe_Eastern",2030,"NZ","g) Shrubland",3.54557942129153,"Land Use by Type",-17.296141872526,NA,NA
"17824","UNIFORM30","Europe_Eastern",2030,"NZ","g) Shrubland",3.67120542,"Land Use by Type",-14.3657834129492,-16.9421623921989,2.93035845957679
"17825","BIODIV","Europe_Non_EU",2030,"NZ","g) Shrubland",60.4676116700866,"Land Use by Type",-20.8548351357397,-13.3329663720628,3.20842001881778
"17826","BIODIV30","Europe_Non_EU",2030,"NZ","g) Shrubland",60.5749044700868,"Land Use by Type",-20.7144011726605,-13.9165691736729,3.34885398189697
"17827","CURRENT","Europe_Non_EU",2030,"NZ","g) Shrubland",58.0164046326623,"Land Use by Type",-24.0632551545575,NA,NA
"17828","UNIFORM30","Europe_Non_EU",2030,"NZ","g) Shrubland",60.80513837,"Land Use by Type",-20.4131344410157,-15.1688913147178,3.65012071354184
"17829","BIODIV","European Free Trade Association",2030,"NZ","g) Shrubland",5.74757586585814,"Land Use by Type",-0.332204586833275,-48.0399697410799,0.307140685847205
"17830","BIODIV30","European Free Trade Association",2030,"NZ","g) Shrubland",5.747779234,"Land Use by Type",-0.328774765165295,-48.5915612909324,0.310570507515185
