"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"9925","BIODIV","India",2050,"NZ","d) Forests (Unmanaged)",440.66468055,"Land Use by Type",-30.7795625346015,-2.12328982096148,0.667744211353522
"9926","BIODIV30","India",2050,"NZ","d) Forests (Unmanaged)",441.11625075,"Land Use by Type",-30.7086399220312,-2.34885276074015,0.738666823923861
"9927","CURRENT","India",2050,"NZ","d) Forests (Unmanaged)",436.41391839,"Land Use by Type",-31.447306745955,NA,NA
"9928","UNIFORM30","India",2050,"NZ","d) Forests (Unmanaged)",467.3267084,"Land Use by Type",-26.5915052551154,-15.4411867554952,4.85580149083962
"9929","BIODIV","Indonesia",2050,"NZ","d) Forests (Unmanaged)",738.157083704052,"Land Use by Type",-15.8117709830692,-4.80762722861028,0.798615893011473
"9930","BIODIV30","Indonesia",2050,"NZ","d) Forests (Unmanaged)",734.802885704064,"Land Use by Type",-16.1944388646088,-2.50453531871072,0.415948011471908
"9931","CURRENT","Indonesia",2050,"NZ","d) Forests (Unmanaged)",731.155307715184,"Land Use by Type",-16.6103868760807,NA,NA
"9932","UNIFORM30","Indonesia",2050,"NZ","d) Forests (Unmanaged)",739.9775607,"Land Use by Type",-15.6043151611881,-6.05762077149035,1.0060717148926
"9933","BIODIV","Japan",2050,"NZ","d) Forests (Unmanaged)",162.3886294,"Land Use by Type",-13.1954781040529,-15.9621803961912,2.50635491144202
"9934","BIODIV30","Japan",2050,"NZ","d) Forests (Unmanaged)",162.5987294,"Land Use by Type",-13.0831231017618,-16.6774379138005,2.6187099137331
"9935","CURRENT","Japan",2050,"NZ","d) Forests (Unmanaged)",157.6998928,"Land Use by Type",-15.7018330154949,NA,NA
"9936","UNIFORM30","Japan",2050,"NZ","d) Forests (Unmanaged)",158.2591891,"Land Use by Type",-15.402907501505,-1.90404989598314,0.298925513989873
"9937","BIODIV","Mexico",2050,"NZ","d) Forests (Unmanaged)",215.44082986,"Land Use by Type",-20.0446452399373,-12.3111415846243,2.8141515564778
"9938","BIODIV30","Mexico",2050,"NZ","d) Forests (Unmanaged)",212.62414086,"Land Use by Type",-21.0899639056989,-7.73809926700916,1.76883289071621
"9939","CURRENT","Mexico",2050,"NZ","d) Forests (Unmanaged)",207.857987920121,"Land Use by Type",-22.8587967964151,NA,NA
"9940","UNIFORM30","Mexico",2050,"NZ","d) Forests (Unmanaged)",212.09439476,"Land Use by Type",-21.2865722552523,-6.87802869021083,1.57222454116285
"9941","BIODIV","Middle East",2050,"NZ","d) Forests (Unmanaged)",0.008547447806766,"Land Use by Type",-6.79081722563315,10.5169751717253,-0.646225216051516
"9942","BIODIV30","Middle East",2050,"NZ","d) Forests (Unmanaged)",0.008553327806908,"Land Use by Type",-6.72669633009342,9.4734413546755,-0.582104320511792
"9943","CURRENT","Middle East",2050,"NZ","d) Forests (Unmanaged)",0.008606707808208,"Land Use by Type",-6.14459200958163,NA,NA
"9944","UNIFORM30","Middle East",2050,"NZ","d) Forests (Unmanaged)",0.0084088076,"Land Use by Type",-8.30257453527893,35.1216929726187,-2.1579825256973
"9945","BIODIV","Pakistan",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9946","BIODIV30","Pakistan",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9947","CURRENT","Pakistan",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9948","UNIFORM30","Pakistan",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9949","BIODIV","Russia",2050,"NZ","d) Forests (Unmanaged)",4229.817523127,"Land Use by Type",-6.46010304349678,-11.3484550154006,0.826965748323374
"9950","BIODIV30","Russia",2050,"NZ","d) Forests (Unmanaged)",4233.047294816,"Land Use by Type",-6.3886764947807,-12.3286088143202,0.898392297039447
"9951","CURRENT","Russia",2050,"NZ","d) Forests (Unmanaged)",4192.42245435,"Land Use by Type",-7.28706879182015,NA,NA
"9952","UNIFORM30","Russia",2050,"NZ","d) Forests (Unmanaged)",4227.120004423,"Land Use by Type",-6.51973725476953,-10.5298264992158,0.767331537050617
"9953","BIODIV","South Africa",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9954","BIODIV30","South Africa",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9955","CURRENT","South Africa",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9956","UNIFORM30","South Africa",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9957","BIODIV","South America_Northern",2050,"NZ","d) Forests (Unmanaged)",886.344829,"Land Use by Type",-0.863457645585907,-28.8944284863257,0.350949117480732
"9958","BIODIV30","South America_Northern",2050,"NZ","d) Forests (Unmanaged)",883.065679,"Land Use by Type",-1.23016895859776,1.30703062227128,-0.0157621955311222
"9959","CURRENT","South America_Northern",2050,"NZ","d) Forests (Unmanaged)",883.207591,"Land Use by Type",-1.21440676306664,NA,NA
"9960","UNIFORM30","South America_Northern",2050,"NZ","d) Forests (Unmanaged)",882.875815,"Land Use by Type",-1.25149337719444,3.05570629498927,-0.0370866141278046
"9961","BIODIV","South America_Southern",2050,"NZ","d) Forests (Unmanaged)",1191.43708074022,"Land Use by Type",-5.73431867183314,-12.2075308834856,0.797352017163915
"9962","BIODIV30","South America_Southern",2050,"NZ","d) Forests (Unmanaged)",1182.13023038022,"Land Use by Type",-6.47067026302215,-0.933973854238251,0.0610004259749015
"9963","CURRENT","South America_Southern",2050,"NZ","d) Forests (Unmanaged)",1181.35919113511,"Land Use by Type",-6.53167068899705,NA,NA
"9964","UNIFORM30","South America_Southern",2050,"NZ","d) Forests (Unmanaged)",1181.32024716,"Land Use by Type",-6.5348347185361,0.0471735450049895,-0.00316402953904404
"9965","BIODIV","South Asia",2050,"NZ","d) Forests (Unmanaged)",8.60307017,"Land Use by Type",-49.4829019417683,-10.3664634538528,5.72291213582028
"9966","BIODIV30","South Asia",2050,"NZ","d) Forests (Unmanaged)",8.61200817,"Land Use by Type",-49.4304181408087,-10.4615327493624,5.77539593677997
"9967","CURRENT","South Asia",2050,"NZ","d) Forests (Unmanaged)",7.628460546,"Land Use by Type",-55.2058140775886,NA,NA
"9968","UNIFORM30","South Asia",2050,"NZ","d) Forests (Unmanaged)",8.96796315,"Land Use by Type",-47.3402558762161,-14.2476581892513,7.86555820137252
"9969","BIODIV","South Korea",2050,"NZ","d) Forests (Unmanaged)",12.59374,"Land Use by Type",-13.1094674964468,-4.47689910009554,0.614341113999506
"9970","BIODIV30","South Korea",2050,"NZ","d) Forests (Unmanaged)",12.6293,"Land Use by Type",-12.8641212104486,-6.26464230053796,0.859687399997657
"9971","CURRENT","South Korea",2050,"NZ","d) Forests (Unmanaged)",12.50469,"Land Use by Type",-13.7238086104463,NA,NA
"9972","UNIFORM30","South Korea",2050,"NZ","d) Forests (Unmanaged)",12.70909,"Land Use by Type",-12.3135494580783,-10.2760042230154,1.410259152368
"9973","BIODIV","Southeast Asia",2050,"NZ","d) Forests (Unmanaged)",1304.4294247,"Land Use by Type",-17.4529563427853,-2.94188459161452,0.529066574230853
"9974","BIODIV30","Southeast Asia",2050,"NZ","d) Forests (Unmanaged)",1305.5397263,"Land Use by Type",-17.3826944569182,-3.33262026232899,0.599328460097947
"9975","CURRENT","Southeast Asia",2050,"NZ","d) Forests (Unmanaged)",1296.06986243349,"Land Use by Type",-17.9820229170161,NA,NA
"9976","UNIFORM30","Southeast Asia",2050,"NZ","d) Forests (Unmanaged)",1309.57927232,"Land Use by Type",-17.1271411502372,-4.7542112277989,0.85488176677891
"9977","BIODIV","Taiwan",2050,"NZ","d) Forests (Unmanaged)",12.0524752,"Land Use by Type",-6.26085186965641,1.51866109016678,-0.0937305779152959
"9978","BIODIV30","Taiwan",2050,"NZ","d) Forests (Unmanaged)",12.06882028,"Land Use by Type",-6.13372662360551,-0.542679021531031,0.033394668135605
"9979","CURRENT","Taiwan",2050,"NZ","d) Forests (Unmanaged)",12.06451719,"Land Use by Type",-6.16712129174111,NA,NA
"9980","UNIFORM30","Taiwan",2050,"NZ","d) Forests (Unmanaged)",12.05821608,"Land Use by Type",-6.216128674386,0.794656911512065,-0.0490073826448887
"9981","BIODIV","USA",2050,"NZ","d) Forests (Unmanaged)",996.96974957,"Land Use by Type",-19.3290949854399,-3.4385522247007,0.688305181661804
"9982","BIODIV30","USA",2050,"NZ","d) Forests (Unmanaged)",996.25490365,"Land Use by Type",-19.3869003496313,-3.14959088711271,0.630499817470451
"9983","CURRENT","USA",2050,"NZ","d) Forests (Unmanaged)",988.46330006,"Land Use by Type",-20.0174001671017,NA,NA
"9984","UNIFORM30","USA",2050,"NZ","d) Forests (Unmanaged)",1005.04693426,"Land Use by Type",-18.6754846324688,-6.70358322881913,1.34191553463289
"9985","BIODIV","Africa_Eastern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9986","BIODIV30","Africa_Eastern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9987","CURRENT","Africa_Eastern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9988","UNIFORM30","Africa_Eastern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9989","BIODIV","Africa_Northern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9990","BIODIV30","Africa_Northern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9991","CURRENT","Africa_Northern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9992","UNIFORM30","Africa_Northern",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9993","BIODIV","Africa_Southern",2055,"NZ","d) Forests (Unmanaged)",215.87639648032,"Land Use by Type",-31.4441955563547,-0.429593184930878,0.135648530770055
"9994","BIODIV30","Africa_Southern",2055,"NZ","d) Forests (Unmanaged)",216.180760480322,"Land Use by Type",-31.3475387693969,-0.73566439196707,0.232305317727903
"9995","CURRENT","Africa_Southern",2055,"NZ","d) Forests (Unmanaged)",215.449199484545,"Land Use by Type",-31.5798440871248,NA,NA
"9996","UNIFORM30","Africa_Southern",2055,"NZ","d) Forests (Unmanaged)",222.960075578,"Land Use by Type",-29.1946220423537,-7.55300532194251,2.38522204477108
"9997","BIODIV","Africa_Western",2055,"NZ","d) Forests (Unmanaged)",1283.996788014,"Land Use by Type",-28.300090357733,-3.25453156205893,0.951904193634658
"9998","BIODIV30","Africa_Western",2055,"NZ","d) Forests (Unmanaged)",1268.025863014,"Land Use by Type",-29.191922664906,-0.20572457562413,0.0600718864616816
"9999","CURRENT","Africa_Western",2055,"NZ","d) Forests (Unmanaged)",1266.94819172075,"Land Use by Type",-29.2519945513677,NA,NA
"10000","UNIFORM30","Africa_Western",2055,"NZ","d) Forests (Unmanaged)",1290.666848714,"Land Use by Type",-27.9275199193219,-4.52782835996541,1.32447463204579
"10001","BIODIV","Argentina",2055,"NZ","d) Forests (Unmanaged)",92.2213879356321,"Land Use by Type",-16.1266969274879,-7.46070172844887,1.30021308291609
"10002","BIODIV30","Argentina",2055,"NZ","d) Forests (Unmanaged)",92.3504001056388,"Land Use by Type",-16.009363225651,-8.13399172181844,1.41754678475293
"10003","CURRENT","Argentina",2055,"NZ","d) Forests (Unmanaged)",90.7918088103829,"Land Use by Type",-17.4269100104039,NA,NA
"10004","UNIFORM30","Argentina",2055,"NZ","d) Forests (Unmanaged)",92.116134788,"Land Use by Type",-16.2224217412962,-6.91140555687369,1.20448826910773
"10005","BIODIV","Australia_NZ",2055,"NZ","d) Forests (Unmanaged)",96.17974146,"Land Use by Type",-12.9956367693891,-11.6585741178543,1.7151754760252
"10006","BIODIV30","Australia_NZ",2055,"NZ","d) Forests (Unmanaged)",95.83958316,"Land Use by Type",-13.3033759360123,-9.56686482646887,1.407436309402
"10007","CURRENT","Australia_NZ",2055,"NZ","d) Forests (Unmanaged)",94.28379886,"Land Use by Type",-14.7108122454143,NA,NA
"10008","UNIFORM30","Australia_NZ",2055,"NZ","d) Forests (Unmanaged)",93.85763816,"Land Use by Type",-15.0962327782776,2.62055724000642,-0.385420532863224
"10009","BIODIV","Brazil",2055,"NZ","d) Forests (Unmanaged)",3489.23758,"Land Use by Type",-6.45731444670591,-17.3512592768917,1.35559192475332
"10010","BIODIV30","Brazil",2055,"NZ","d) Forests (Unmanaged)",3438.916154,"Land Use by Type",-7.80640167179298,-0.0841425537973999,0.00650469966624811
"10011","CURRENT","Brazil",2055,"NZ","d) Forests (Unmanaged)",3438.670938,"Land Use by Type",-7.81290637145923,NA,NA
"10012","UNIFORM30","Brazil",2055,"NZ","d) Forests (Unmanaged)",3437.141677,"Land Use by Type",-7.85388401748185,0.524745228544963,-0.0409776460226237
"10013","BIODIV","Canada",2055,"NZ","d) Forests (Unmanaged)",3323.95411701,"Land Use by Type",-6.68631624483959,-44.401624167751,5.33979786844099
"10014","BIODIV30","Canada",2055,"NZ","d) Forests (Unmanaged)",3193.71758014558,"Land Use by Type",-10.3425144468689,-13.9999292598915,1.68359966641171
"10015","CURRENT","Canada",2055,"NZ","d) Forests (Unmanaged)",3133.74387444657,"Land Use by Type",-12.0261141132806,NA,NA
"10016","UNIFORM30","Canada",2055,"NZ","d) Forests (Unmanaged)",3170.83669313,"Land Use by Type",-10.9848229194349,-8.65874188638831,1.04129119384565
"10017","BIODIV","Central America and Caribbean",2055,"NZ","d) Forests (Unmanaged)",149.624053,"Land Use by Type",-26.3344187856185,-15.8657065162398,4.96604390015142
"10018","BIODIV30","Central America and Caribbean",2055,"NZ","d) Forests (Unmanaged)",146.53963,"Land Use by Type",-27.8529720404156,-11.0140912387864,3.44749064535431
"10019","CURRENT","Central America and Caribbean",2055,"NZ","d) Forests (Unmanaged)",139.537402,"Land Use by Type",-31.3004626857699,NA,NA
"10020","UNIFORM30","Central America and Caribbean",2055,"NZ","d) Forests (Unmanaged)",143.1327,"Land Use by Type",-29.5303109288243,-5.65519149085497,1.7701517569456
"10021","BIODIV","Central Asia",2055,"NZ","d) Forests (Unmanaged)",17.3552676201456,"Land Use by Type",-10.9461617263883,-6.2012299912432,0.723681699213678
"10022","BIODIV30","Central Asia",2055,"NZ","d) Forests (Unmanaged)",17.3688186801457,"Land Use by Type",-10.8766248985373,-6.79706981747938,0.793218527064647
"10023","CURRENT","Central Asia",2055,"NZ","d) Forests (Unmanaged)",17.2142343491467,"Land Use by Type",-11.6698434256019,NA,NA
"10024","UNIFORM30","Central Asia",2055,"NZ","d) Forests (Unmanaged)",17.323142386,"Land Use by Type",-11.1109693922356,-4.78868411431276,0.558874033366362
"10025","BIODIV","China",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10026","BIODIV30","China",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10027","CURRENT","China",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10028","UNIFORM30","China",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10029","BIODIV","Colombia",2055,"NZ","d) Forests (Unmanaged)",554.82587,"Land Use by Type",-3.92458431527683,-9.99596611472837,0.435951924705943
"10030","BIODIV30","Colombia",2055,"NZ","d) Forests (Unmanaged)",552.06437,"Land Use by Type",-4.40275790128606,0.970340419728762,-0.042221661303282
"10031","CURRENT","Colombia",2055,"NZ","d) Forests (Unmanaged)",552.308718,"Land Use by Type",-4.36053623998277,NA,NA
"10032","UNIFORM30","Colombia",2055,"NZ","d) Forests (Unmanaged)",552.05195,"Land Use by Type",-4.40490693308127,1.01966199393053,-0.0443706930984948
"10033","BIODIV","EU-12",2055,"NZ","d) Forests (Unmanaged)",20.998700299,"Land Use by Type",-35.6647490463069,-21.3611684552355,9.68775408718626
"10034","BIODIV30","EU-12",2055,"NZ","d) Forests (Unmanaged)",21.075925743,"Land Use by Type",-35.4281517729478,-21.8828628998105,9.92435136054542
"10035","CURRENT","EU-12",2055,"NZ","d) Forests (Unmanaged)",17.836646849,"Land Use by Type",-45.3525031334932,NA,NA
"10036","UNIFORM30","EU-12",2055,"NZ","d) Forests (Unmanaged)",20.161678151,"Land Use by Type",-38.229180533466,-15.7066874709906,7.12332260002714
"10037","BIODIV","EU-15",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10038","BIODIV30","EU-15",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10039","CURRENT","EU-15",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10040","UNIFORM30","EU-15",2055,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"10041","BIODIV","Europe_Eastern",2055,"NZ","d) Forests (Unmanaged)",67.29051588,"Land Use by Type",-37.8108533403796,-3.95378184995217,1.55652668999276
"10042","BIODIV30","Europe_Eastern",2055,"NZ","d) Forests (Unmanaged)",67.60210938,"Land Use by Type",-37.5228820918868,-4.68527865312344,1.8444979384855
"10043","CURRENT","Europe_Eastern",2055,"NZ","d) Forests (Unmanaged)",65.60633528,"Land Use by Type",-39.3673800303723,NA,NA
"10044","UNIFORM30","Europe_Eastern",2055,"NZ","d) Forests (Unmanaged)",73.67330088,"Land Use by Type",-31.9119746675895,-18.9380059201896,7.4554053627828
"10045","BIODIV","Europe_Non_EU",2055,"NZ","d) Forests (Unmanaged)",29.19365766,"Land Use by Type",-43.1783790571792,-11.669434198537,5.70417778559813
"10046","BIODIV30","Europe_Non_EU",2055,"NZ","d) Forests (Unmanaged)",29.28360966,"Land Use by Type",-43.003299301618,-12.027599152051,5.87925754115927
"10047","CURRENT","Europe_Non_EU",2055,"NZ","d) Forests (Unmanaged)",26.2629160150446,"Land Use by Type",-48.8825568427773,NA,NA
"10048","UNIFORM30","Europe_Non_EU",2055,"NZ","d) Forests (Unmanaged)",31.67188886,"Land Use by Type",-38.3547559554224,-21.5370920887982,10.5278008873549
"10049","BIODIV","European Free Trade Association",2055,"NZ","d) Forests (Unmanaged)",55.78612258,"Land Use by Type",-43.5205283091092,-4.34037486869757,1.97470460338767
"10050","BIODIV30","European Free Trade Association",2055,"NZ","d) Forests (Unmanaged)",55.91544293,"Land Use by Type",-43.3896001018358,-4.62815785348377,2.10563281066111
"10051","CURRENT","European Free Trade Association",2055,"NZ","d) Forests (Unmanaged)",53.83569873,"Land Use by Type",-45.4952329124969,NA,NA
"10052","UNIFORM30","European Free Trade Association",2055,"NZ","d) Forests (Unmanaged)",59.842266,"Land Use by Type",-39.4139666468009,-13.3667118692429,6.08126626569601
"10053","BIODIV","India",2055,"NZ","d) Forests (Unmanaged)",422.31461361,"Land Use by Type",-33.6620255890964,-2.23579952247662,0.769853420890058
"10054","BIODIV30","India",2055,"NZ","d) Forests (Unmanaged)",422.80719687,"Land Use by Type",-33.5846601160934,-2.46052114085659,0.847218893893036
"10055","CURRENT","India",2055,"NZ","d) Forests (Unmanaged)",417.413806,"Land Use by Type",-34.4318790099864,NA,NA
"10056","UNIFORM30","India",2055,"NZ","d) Forests (Unmanaged)",452.0810964,"Land Use by Type",-28.9863125885465,-15.8155792861002,5.44556642143988
"10057","BIODIV","Indonesia",2055,"NZ","d) Forests (Unmanaged)",723.423033703969,"Land Use by Type",-17.4922176022759,-4.98308417636509,0.917416992994202
"10058","BIODIV30","Indonesia",2055,"NZ","d) Forests (Unmanaged)",719.581536703983,"Land Use by Type",-17.9304604821167,-2.6031899695578,0.479174113153366
"10059","CURRENT","Indonesia",2055,"NZ","d) Forests (Unmanaged)",715.379607714935,"Land Use by Type",-18.4096345952701,NA,NA
"10060","UNIFORM30","Indonesia",2055,"NZ","d) Forests (Unmanaged)",725.4382407,"Land Use by Type",-17.2625490505102,-6.23155045276459,1.14708554475991
"10061","BIODIV","Japan",2055,"NZ","d) Forests (Unmanaged)",160.5112294,"Land Use by Type",-14.1990385750636,-16.203612592338,2.7456520188
"10062","BIODIV30","Japan",2055,"NZ","d) Forests (Unmanaged)",160.7446294,"Land Use by Type",-14.0742291334737,-16.9399111364,2.87046146038994
"10063","CURRENT","Japan",2055,"NZ","d) Forests (Unmanaged)",155.3748303,"Land Use by Type",-16.9446905938636,NA,NA
"10064","UNIFORM30","Japan",2055,"NZ","d) Forests (Unmanaged)",155.9585758,"Land Use by Type",-16.6326951508048,-1.84152083013185,0.311995443058848
"10065","BIODIV","Mexico",2055,"NZ","d) Forests (Unmanaged)",210.07649086,"Land Use by Type",-22.03548248317,-12.8213712023102,3.24073048862621
"10066","BIODIV30","Mexico",2055,"NZ","d) Forests (Unmanaged)",206.87218386,"Land Use by Type",-23.224656291272,-8.11656431624428,2.05155668052417
